Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1985,1985,hg/ha,45455,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1986,1986,hg/ha,45455,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1987,1987,hg/ha,45455,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1988,1988,hg/ha,45455,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1989,1989,hg/ha,45455,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1990,1990,hg/ha,39778,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1991,1991,hg/ha,44857,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1992,1992,hg/ha,44557,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1993,1993,hg/ha,44565,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1994,1994,hg/ha,44651,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1995,1995,hg/ha,44812,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1996,1996,hg/ha,45263,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1997,1997,hg/ha,45091,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1998,1998,hg/ha,45361,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,1999,1999,hg/ha,45249,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2000,2000,hg/ha,45000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2001,2001,hg/ha,45351,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2002,2002,hg/ha,44660,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2003,2003,hg/ha,45498,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2004,2004,hg/ha,44762,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2005,2005,hg/ha,45786,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2006,2006,hg/ha,45915,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2007,2007,hg/ha,46056,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2008,2008,hg/ha,46401,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2009,2009,hg/ha,46876,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2010,2010,hg/ha,45333,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2011,2011,hg/ha,48959,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2012,2012,hg/ha,56667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2013,2013,hg/ha,51832,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2014,2014,hg/ha,50877,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2015,2015,hg/ha,51645,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2016,2016,hg/ha,51444,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2017,2017,hg/ha,51658,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2018,2018,hg/ha,51583,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2019,2019,hg/ha,51562,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2020,2020,hg/ha,51601,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1343,Apricots,2021,2021,hg/ha,51582,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1961,1961,hg/ha,24000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1962,1962,hg/ha,26000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1963,1963,hg/ha,23636,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1964,1964,hg/ha,25455,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1965,1965,hg/ha,23333,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1966,1966,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1967,1967,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1968,1968,hg/ha,24615,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1969,1969,hg/ha,22857,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1970,1970,hg/ha,22667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1971,1971,hg/ha,24000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1972,1972,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1973,1973,hg/ha,18750,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1974,1974,hg/ha,18750,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1975,1975,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1976,1976,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1977,1977,hg/ha,25610,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1978,1978,hg/ha,26190,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1979,1979,hg/ha,26744,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1980,1980,hg/ha,27273,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1981,1981,hg/ha,27778,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1982,1982,hg/ha,28261,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1983,1983,hg/ha,29032,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1984,1984,hg/ha,29787,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1985,1985,hg/ha,30526,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1986,1986,hg/ha,30928,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1987,1987,hg/ha,32990,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1988,1988,hg/ha,33673,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1989,1989,hg/ha,34343,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1990,1990,hg/ha,35000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1991,1991,hg/ha,38013,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1992,1992,hg/ha,38688,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1993,1993,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1994,1994,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1995,1995,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1996,1996,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1997,1997,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1998,1998,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,1999,1999,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2000,2000,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2001,2001,hg/ha,39988,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2002,2002,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2003,2003,hg/ha,40140,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2004,2004,hg/ha,40000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2005,2005,hg/ha,40150,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2006,2006,hg/ha,39286,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2007,2007,hg/ha,39259,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2008,2008,hg/ha,39286,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2009,2009,hg/ha,39130,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2010,2010,hg/ha,39437,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2011,2011,hg/ha,42153,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2012,2012,hg/ha,49655,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2013,2013,hg/ha,45640,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2014,2014,hg/ha,43829,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2015,2015,hg/ha,44235,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2016,2016,hg/ha,44556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2017,2017,hg/ha,44871,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2018,2018,hg/ha,45374,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2019,2019,hg/ha,44288,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2020,2020,hg/ha,44293,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1311,Avocados,2021,2021,hg/ha,44215,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1961,1961,hg/ha,6364,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1962,1962,hg/ha,6250,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1963,1963,hg/ha,6154,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1964,1964,hg/ha,6154,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1965,1965,hg/ha,6154,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1966,1966,hg/ha,6364,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1967,1967,hg/ha,4501,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1968,1968,hg/ha,4813,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1969,1969,hg/ha,7882,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1970,1970,hg/ha,5458,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1971,1971,hg/ha,5797,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1972,1972,hg/ha,7272,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1973,1973,hg/ha,5214,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1974,1974,hg/ha,5200,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1975,1975,hg/ha,6003,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1976,1976,hg/ha,5635,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1977,1977,hg/ha,5532,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1978,1978,hg/ha,6350,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1979,1979,hg/ha,6146,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1980,1980,hg/ha,6267,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1981,1981,hg/ha,6138,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1982,1982,hg/ha,6129,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1983,1983,hg/ha,6190,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1984,1984,hg/ha,6281,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1985,1985,hg/ha,6237,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1986,1986,hg/ha,6233,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1987,1987,hg/ha,6239,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1988,1988,hg/ha,6218,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1989,1989,hg/ha,6211,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1990,1990,hg/ha,6250,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1991,1991,hg/ha,6190,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1992,1992,hg/ha,6250,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1993,1993,hg/ha,6170,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1994,1994,hg/ha,6200,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1995,1995,hg/ha,6190,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1996,1996,hg/ha,6182,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1997,1997,hg/ha,6348,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1998,1998,hg/ha,6230,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",1999,1999,hg/ha,10051,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2000,2000,hg/ha,9466,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2001,2001,hg/ha,7633,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2002,2002,hg/ha,7516,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2003,2003,hg/ha,7401,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2004,2004,hg/ha,7289,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2005,2005,hg/ha,12846,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2006,2006,hg/ha,12265,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2007,2007,hg/ha,9398,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2008,2008,hg/ha,9460,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2009,2009,hg/ha,8604,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2010,2010,hg/ha,9504,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2011,2011,hg/ha,6300,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2012,2012,hg/ha,8096,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2013,2013,hg/ha,8444,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2014,2014,hg/ha,8666,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2015,2015,hg/ha,8382,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2016,2016,hg/ha,8494,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2017,2017,hg/ha,8481,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2018,2018,hg/ha,8451,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2019,2019,hg/ha,8475,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2020,2020,hg/ha,8469,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1708,"Bambara beans, dry",2021,2021,hg/ha,8465,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1961,1961,hg/ha,154200,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1962,1962,hg/ha,156850,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1963,1963,hg/ha,157778,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1964,1964,hg/ha,161111,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1965,1965,hg/ha,168750,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1966,1966,hg/ha,162500,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1967,1967,hg/ha,155556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1968,1968,hg/ha,160000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1969,1969,hg/ha,160000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1970,1970,hg/ha,172727,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1971,1971,hg/ha,181818,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1972,1972,hg/ha,181818,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1973,1973,hg/ha,218182,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1974,1974,hg/ha,216667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1975,1975,hg/ha,200000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1976,1976,hg/ha,218750,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1977,1977,hg/ha,222222,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1978,1978,hg/ha,210280,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1979,1979,hg/ha,210084,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1980,1980,hg/ha,209924,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1981,1981,hg/ha,210011,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1982,1982,hg/ha,210016,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1983,1983,hg/ha,250000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1984,1984,hg/ha,254148,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1985,1985,hg/ha,217850,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1986,1986,hg/ha,200550,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1987,1987,hg/ha,215741,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1988,1988,hg/ha,135514,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1989,1989,hg/ha,119483,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1990,1990,hg/ha,211004,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1991,1991,hg/ha,200000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1992,1992,hg/ha,188889,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1993,1993,hg/ha,180000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1994,1994,hg/ha,172727,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1995,1995,hg/ha,164804,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1996,1996,hg/ha,158089,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1997,1997,hg/ha,153846,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1998,1998,hg/ha,139711,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,1999,1999,hg/ha,93911,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2000,2000,hg/ha,72573,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2001,2001,hg/ha,95221,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2002,2002,hg/ha,89521,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2003,2003,hg/ha,93258,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2004,2004,hg/ha,97151,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2005,2005,hg/ha,96256,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2006,2006,hg/ha,98638,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2007,2007,hg/ha,169999,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2008,2008,hg/ha,170000,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2009,2009,hg/ha,170139,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2010,2010,hg/ha,172958,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2011,2011,hg/ha,122441,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2012,2012,hg/ha,136685,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2013,2013,hg/ha,140000,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2014,2014,hg/ha,160825,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2015,2015,hg/ha,159338,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2016,2016,hg/ha,164119,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2017,2017,hg/ha,161489,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2018,2018,hg/ha,161700,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2019,2019,hg/ha,162461,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2020,2020,hg/ha,161887,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1312,Bananas,2021,2021,hg/ha,162017,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1961,1961,hg/ha,4200,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1962,1962,hg/ha,4000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1963,1963,hg/ha,4200,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1964,1964,hg/ha,4889,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1965,1965,hg/ha,4556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1966,1966,hg/ha,4444,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1967,1967,hg/ha,4101,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1968,1968,hg/ha,4266,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1969,1969,hg/ha,4482,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1701,"Beans, dry",1970,1970,hg/ha,4366,E,Estimated value
