Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1985,1985,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1986,1986,hg/ha,16667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1987,1987,hg/ha,16667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1988,1988,hg/ha,16667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1989,1989,hg/ha,16667,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1990,1990,hg/ha,22500,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1991,1991,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1992,1992,hg/ha,24841,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1993,1993,hg/ha,24876,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1994,1994,hg/ha,24911,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1995,1995,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1996,1996,hg/ha,24979,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1997,1997,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1998,1998,hg/ha,25047,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,1999,1999,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2000,2000,hg/ha,25114,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2001,2001,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2002,2002,hg/ha,25182,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2003,2003,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2004,2004,hg/ha,25261,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2005,2005,hg/ha,25329,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2006,2006,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2007,2007,hg/ha,25509,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2008,2008,hg/ha,25602,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2009,2009,hg/ha,25185,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2010,2010,hg/ha,25000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2011,2011,hg/ha,26490,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2012,2012,hg/ha,30000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2013,2013,hg/ha,27857,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2014,2014,hg/ha,27453,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2015,2015,hg/ha,27813,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2016,2016,hg/ha,27708,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2017,2017,hg/ha,27865,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2018,2018,hg/ha,27795,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2019,2019,hg/ha,27790,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2020,2020,hg/ha,27817,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1315,Figs,2021,2021,hg/ha,27801,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1990,1990,hg/ha,50000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1991,1991,hg/ha,50000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1992,1992,hg/ha,50000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1993,1993,hg/ha,50000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1994,1994,hg/ha,50000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1995,1995,hg/ha,50000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1996,1996,hg/ha,51282,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1997,1997,hg/ha,52083,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1998,1998,hg/ha,52174,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",1999,1999,hg/ha,54234,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2000,2000,hg/ha,54194,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2001,2001,hg/ha,55142,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2002,2002,hg/ha,53444,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2003,2003,hg/ha,56448,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2004,2004,hg/ha,57125,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2005,2005,hg/ha,42745,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2006,2006,hg/ha,58403,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2007,2007,hg/ha,69982,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2008,2008,hg/ha,69989,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2009,2009,hg/ha,75042,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2010,2010,hg/ha,84990,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2011,2011,hg/ha,63201,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2012,2012,hg/ha,79250,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2013,2013,hg/ha,80000,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2014,2014,hg/ha,92228,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2015,2015,hg/ha,95417,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2016,2016,hg/ha,98280,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2017,2017,hg/ha,95698,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2018,2018,hg/ha,96642,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2019,2019,hg/ha,96975,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2020,2020,hg/ha,96458,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1657,"Ginger, raw",2021,2021,hg/ha,96696,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1961,1961,hg/ha,8203,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1962,1962,hg/ha,8484,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1963,1963,hg/ha,7670,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1964,1964,hg/ha,9299,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1965,1965,hg/ha,8393,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1966,1966,hg/ha,7877,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1967,1967,hg/ha,8403,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1968,1968,hg/ha,8726,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1969,1969,hg/ha,9345,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1970,1970,hg/ha,7707,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1971,1971,hg/ha,8435,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1972,1972,hg/ha,8280,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1973,1973,hg/ha,8273,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1974,1974,hg/ha,7954,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1975,1975,hg/ha,6427,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1976,1976,hg/ha,8548,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1977,1977,hg/ha,7829,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1978,1978,hg/ha,2974,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1979,1979,hg/ha,4581,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1980,1980,hg/ha,3465,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1981,1981,hg/ha,4167,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1982,1982,hg/ha,4518,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1983,1983,hg/ha,4393,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1984,1984,hg/ha,3006,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1985,1985,hg/ha,3015,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1986,1986,hg/ha,3006,I,Imputed value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1987,1987,hg/ha,3047,T,Unofficial figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1988,1988,hg/ha,3063,T,Unofficial figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1989,1989,hg/ha,2336,T,Unofficial figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1990,1990,hg/ha,2738,T,Unofficial figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1991,1991,hg/ha,2969,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1992,1992,hg/ha,2813,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1993,1993,hg/ha,3094,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1994,1994,hg/ha,3656,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1995,1995,hg/ha,3656,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1996,1996,hg/ha,5351,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1997,1997,hg/ha,2813,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1998,1998,hg/ha,4031,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",1999,1999,hg/ha,9593,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2000,2000,hg/ha,9635,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2001,2001,hg/ha,9641,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2002,2002,hg/ha,7263,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2003,2003,hg/ha,7367,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2004,2004,hg/ha,7478,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2005,2005,hg/ha,16549,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2006,2006,hg/ha,17474,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2007,2007,hg/ha,13577,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2008,2008,hg/ha,14004,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2009,2009,hg/ha,13729,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2010,2010,hg/ha,14204,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2011,2011,hg/ha,11163,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2012,2012,hg/ha,15002,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2013,2013,hg/ha,13729,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2014,2014,hg/ha,13978,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2015,2015,hg/ha,13976,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2016,2016,hg/ha,16475,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2017,2017,hg/ha,11163,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2018,2018,hg/ha,10909,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2019,2019,hg/ha,11236,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2020,2020,hg/ha,11111,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,142,"Groundnuts, excluding shelled",2021,2021,hg/ha,11111,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",1999,1999,hg/ha,9803,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2000,2000,hg/ha,9893,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2001,2001,hg/ha,9983,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2002,2002,hg/ha,10074,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2003,2003,hg/ha,10164,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2004,2004,hg/ha,10004,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2005,2005,hg/ha,9862,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2006,2006,hg/ha,10000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2007,2007,hg/ha,10196,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2008,2008,hg/ha,10500,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2009,2009,hg/ha,9727,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2010,2010,hg/ha,10000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2011,2011,hg/ha,10674,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2012,2012,hg/ha,12097,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2013,2013,hg/ha,11217,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2014,2014,hg/ha,10938,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2015,2015,hg/ha,11076,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2016,2016,hg/ha,11088,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2017,2017,hg/ha,11133,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2018,2018,hg/ha,11099,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2019,2019,hg/ha,11107,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2020,2020,hg/ha,11113,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1374,"Hazelnuts, in shell",2021,2021,hg/ha,11106,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1976,1976,hg/ha,5000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1977,1977,hg/ha,5000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1978,1978,hg/ha,4444,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1979,1979,hg/ha,5000,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1980,1980,hg/ha,5294,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1981,1981,hg/ha,5556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1982,1982,hg/ha,5556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1983,1983,hg/ha,5556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1984,1984,hg/ha,5556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1985,1985,hg/ha,5556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1986,1986,hg/ha,5556,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1987,1987,hg/ha,5628,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1988,1988,hg/ha,5622,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1989,1989,hg/ha,5676,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1990,1990,hg/ha,5699,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1991,1991,hg/ha,5789,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1992,1992,hg/ha,5554,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1993,1993,hg/ha,5485,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1994,1994,hg/ha,5406,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1995,1995,hg/ha,5319,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1996,1996,hg/ha,5263,A,Official figure
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1997,1997,hg/ha,5132,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1998,1998,hg/ha,5033,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",1999,1999,hg/ha,4933,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2000,2000,hg/ha,4831,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2001,2001,hg/ha,4730,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2002,2002,hg/ha,4629,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2003,2003,hg/ha,4529,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2004,2004,hg/ha,4442,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2005,2005,hg/ha,4367,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2006,2006,hg/ha,4297,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2007,2007,hg/ha,4232,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2008,2008,hg/ha,4173,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2009,2009,hg/ha,4121,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2010,2010,hg/ha,4077,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2011,2011,hg/ha,4042,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2012,2012,hg/ha,3600,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2013,2013,hg/ha,3922,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2014,2014,hg/ha,3856,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2015,2015,hg/ha,3738,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2016,2016,hg/ha,3641,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2017,2017,hg/ha,3740,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2018,2018,hg/ha,3863,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2019,2019,hg/ha,3748,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2020,2020,hg/ha,3784,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1922.01,"Jute, raw or retted",2021,2021,hg/ha,3798,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1985,1985,hg/ha,3189,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1986,1986,hg/ha,3263,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1987,1987,hg/ha,3368,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1988,1988,hg/ha,3474,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1989,1989,hg/ha,3474,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1990,1990,hg/ha,3537,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1991,1991,hg/ha,3579,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1992,1992,hg/ha,3626,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1993,1993,hg/ha,3684,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1994,1994,hg/ha,3696,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1995,1995,hg/ha,3726,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1996,1996,hg/ha,3756,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1997,1997,hg/ha,3785,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1998,1998,hg/ha,3787,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,1999,1999,hg/ha,3809,E,Estimated value
QCL,Crops and livestock products,120,Cameroon,5419,Yield,1379.02,Kola nuts,2000,2000,hg/ha,3829,E,Estimated value
